millis,rot_x,rot_y,rot_z,angvel_x,angvel_y,angvel_z,target_mot_x,target_mot_y,target_mot_z,target_angular_vel_x,target_angular_vel_y,target_angular_vel_z,target_rot_x,target_rot_y,target_rot_z
7864,0.0598,-0.0751,1.4089,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6042,-0.1560,0.0087,-1.8021,0.0000,-0.0000,0.0000
7882,0.0598,-0.0750,1.4087,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6038,-0.1560,0.0087,-1.8019,0.0000,-0.0000,0.0000
7891,0.0598,-0.0750,1.4087,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6038,-0.1560,0.0087,-1.8019,0.0000,-0.0000,0.0000
7916,0.0598,-0.0750,1.4087,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6038,-0.1560,0.0087,-1.8019,0.0000,-0.0000,0.0000
7925,0.0598,-0.0751,1.4086,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6037,-0.1560,0.0087,-1.8018,0.0000,-0.0000,0.0000
7949,0.0598,-0.0750,1.4085,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6035,-0.1560,0.0087,-1.8018,0.0000,-0.0000,0.0000
7963,0.0598,-0.0750,1.4084,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6033,-0.1560,0.0087,-1.8017,0.0000,-0.0000,0.0000
7999,0.0598,-0.0750,1.4082,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6030,-0.1560,0.0087,-1.8015,0.0000,-0.0000,0.0000
8015,0.0596,-0.0750,1.4082,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6030,-0.1558,0.0088,-1.8015,0.0000,-0.0000,0.0000
8023,0.0596,-0.0750,1.4082,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6028,-0.1558,0.0088,-1.8014,0.0000,-0.0000,0.0000
8031,0.0596,-0.0750,1.4082,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6028,-0.1558,0.0088,-1.8014,0.0000,-0.0000,0.0000
8049,0.0596,-0.0750,1.4081,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6027,-0.1558,0.0088,-1.8013,0.0000,-0.0000,0.0000
8073,0.0596,-0.0750,1.4080,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6025,-0.1558,0.0088,-1.8013,0.0000,-0.0000,0.0000
8087,0.0596,-0.0750,1.4079,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6023,-0.1558,0.0088,-1.8012,0.0000,-0.0000,0.0000
8095,0.0596,-0.0750,1.4079,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6023,-0.1558,0.0088,-1.8012,0.0000,-0.0000,0.0000
8165,0.0596,-0.0750,1.4077,0.0000,0.0000,0.0000,-0.0000,0.0000,-2.8163,-0.1211,0.0076,-1.4081,0.0000,-0.0000,0.0000
8179,0.0596,-0.0750,1.4076,0.0000,0.0000,0.0000,0.0000,0.0000,-2.8219,-0.1214,0.0076,-1.4110,0.0000,-0.0000,0.0000
8190,0.0596,-0.0750,1.4076,0.0000,0.0000,0.0000,0.0000,0.0000,-2.8273,-0.1216,0.0076,-1.4137,0.0000,-0.0000,0.0000
8205,0.0596,-0.0750,1.4076,0.0000,0.0000,0.0000,-0.0000,0.0000,-2.8356,-0.1220,0.0077,-1.4178,0.0000,-0.0000,0.0000
8216,0.0596,-0.0750,1.4076,0.0000,0.0000,0.0000,0.0000,0.0000,-2.8384,-0.1221,0.0077,-1.4192,0.0000,-0.0000,0.0000
8230,0.0596,-0.0750,1.4074,0.0000,0.0000,0.0000,-0.0000,0.0000,-2.8465,-0.1224,0.0077,-1.4232,0.0000,-0.0000,0.0000
8244,0.0596,-0.0750,1.4074,0.0000,0.0000,0.0000,0.0000,0.0000,-2.8521,-0.1227,0.0077,-1.4260,0.0000,-0.0000,0.0000
3063,0.0604,-0.0747,1.4682,0.0039,0.0039,-0.0098,-0.0000,0.0000,-2.9643,-0.1278,0.0100,-1.4919,0.0000,-0.0118,-0.0275
3065,0.0604,-0.0747,1.4682,0.0039,0.0039,-0.0098,-0.0000,0.0000,-2.9643,-0.1278,0.0100,-1.4919,0.0000,-0.0118,-0.0275
3069,0.0604,-0.0747,1.4682,0.0039,0.0039,-0.0098,-0.0000,0.0000,-2.9673,-0.1279,0.0101,-1.4934,0.0000,-0.0118,-0.0275
3072,0.0604,-0.0747,1.4682,0.0039,0.0039,-0.0098,0.0000,0.0000,-2.9673,-0.1279,0.0101,-1.4934,0.0000,-0.0118,-0.0275
3074,0.0604,-0.0747,1.4682,0.0039,0.0039,-0.0098,0.0000,0.0000,-2.9673,-0.1279,0.0101,-1.4934,0.0000,-0.0118,-0.0275
3076,0.0604,-0.0747,1.4682,0.0039,0.0039,-0.0098,-0.0000,0.0000,-2.9703,-0.1281,0.0101,-1.4949,0.0000,-0.0118,-0.0275
3079,0.0604,-0.0747,1.4682,0.0039,0.0039,-0.0098,0.0000,0.0000,-2.9703,-0.1281,0.0101,-1.4949,0.0000,-0.0118,-0.0275
3080,0.0604,-0.0747,1.4682,0.0039,0.0039,-0.0098,0.0000,0.0000,-2.9703,-0.1281,0.0101,-1.4949,0.0000,-0.0118,-0.0275
3083,0.0604,-0.0747,1.4682,0.0039,0.0039,-0.0098,-0.0000,0.0000,-2.9733,-0.1282,0.0101,-1.4964,0.0000,-0.0118,-0.0275
3086,0.0604,-0.0747,1.4682,0.0039,0.0039,-0.0098,0.0000,0.0000,-2.9733,-0.1282,0.0101,-1.4964,0.0000,-0.0118,-0.0275
3087,0.0604,-0.0747,1.4682,0.0039,0.0039,-0.0098,0.0000,0.0000,-2.9733,-0.1282,0.0101,-1.4964,0.0000,-0.0118,-0.0275
3165,0.0606,-0.0745,1.4689,0.0078,0.0020,-0.0039,-0.0000,0.0000,-3.0249,-0.1298,0.0101,-1.5163,0.0000,-0.0039,-0.0275
3179,0.0606,-0.0745,1.4691,-0.0020,0.0020,0.0059,-0.0000,0.0000,-3.0505,-0.1300,0.0102,-1.5194,0.0000,-0.0039,-0.0275
3194,0.0606,-0.0745,1.4691,0.0078,-0.0020,0.0039,-0.0000,0.0000,-3.0557,-0.1304,0.0102,-1.5240,0.0000,-0.0039,-0.0275
3212,0.0606,-0.0745,1.4693,-0.0059,0.0000,-0.0020,0.0000,0.0000,-3.0535,-0.1311,0.0099,-1.5287,0.0000,-0.0118,-0.0275
3243,0.0608,-0.0745,1.4693,0.0020,0.0000,0.0059,-0.0000,0.0000,-3.0841,-0.1319,0.0098,-1.5362,0.0000,-0.0118,-0.0275
3278,0.0608,-0.0747,1.4694,-0.0020,0.0078,0.0020,-0.0000,0.0000,-3.0945,-0.1329,0.0100,-1.5453,0.0000,-0.0118,-0.0275
3296,0.0608,-0.0747,1.4694,-0.0059,0.0098,-0.0098,0.0000,0.0000,-3.0800,-0.1333,0.0100,-1.5498,0.0000,-0.0118,-0.0275
3317,0.0608,-0.0746,1.4693,-0.0020,-0.0059,-0.0039,0.0000,0.0000,-3.1003,-0.1336,0.0100,-1.5541,0.0000,-0.0118,-0.0275
3350,0.0609,-0.0747,1.4693,0.0039,0.0000,-0.0020,-0.0000,0.0000,-3.1221,-0.1345,0.0099,-1.5630,0.0000,-0.0118,-0.0275
3385,0.0608,-0.0747,1.4691,-0.0098,0.0098,-0.0137,0.0000,0.0000,-3.1162,-0.1352,0.0101,-1.5718,0.0000,-0.0118,-0.0275
3391,0.0608,-0.0747,1.4691,-0.0059,-0.0059,-0.0020,-0.0000,0.0000,-3.1426,-0.1353,0.0101,-1.5733,0.0000,-0.0118,-0.0275
3411,0.0608,-0.0747,1.4689,0.0117,-0.0020,0.0020,-0.0000,0.0000,-3.1590,-0.1357,0.0101,-1.5776,0.0000,-0.0118,-0.0275
3426,0.0609,-0.0747,1.4688,-0.0039,-0.0059,-0.0020,0.0000,0.0000,-3.1600,-0.1362,0.0100,-1.5819,0.0000,-0.0118,-0.0275
3443,0.0610,-0.0747,1.4686,-0.0020,0.0020,0.0000,-0.0000,0.0000,-3.1723,-0.1367,0.0098,-1.5861,0.0000,-0.0118,-0.0275
3452,0.0610,-0.0747,1.4686,-0.0039,-0.0020,0.0078,0.0000,0.0000,-3.1909,-0.1368,0.0098,-1.5876,0.0000,-0.0118,-0.0275
3476,0.0610,-0.0747,1.4685,0.0059,0.0020,0.0059,0.0000,0.0000,-3.1987,-0.1374,0.0099,-1.5935,0.0000,-0.0118,-0.0275
3487,0.0612,-0.0747,1.4683,0.0059,-0.0078,-0.0059,0.0000,0.0000,-3.1813,-0.1376,0.0099,-1.5965,0.0000,-0.0118,-0.0275
3532,0.0609,-0.0747,1.4680,-0.0117,0.0059,0.0020,0.0000,0.0000,-3.2197,-0.1385,0.0100,-1.6079,0.0000,-0.0118,-0.0275
3553,0.0610,-0.0747,1.4676,0.0078,0.0059,0.0000,0.0000,0.0000,-3.2240,-0.1390,0.0099,-1.6120,0.0000,-0.0118,-0.0275
3580,0.0609,-0.0748,1.4674,-0.0039,0.0039,0.0020,-0.0000,0.0000,-3.2425,-0.1397,0.0102,-1.6193,0.0000,-0.0118,-0.0275
3595,0.0607,-0.0747,1.4674,-0.0020,0.0059,0.0098,0.0000,0.0000,-3.2641,-0.1396,0.0102,-1.6223,0.0000,-0.0118,-0.0275
3613,0.0607,-0.0747,1.4673,-0.0039,-0.0020,0.0039,0.0000,0.0000,-3.2612,-0.1400,0.0102,-1.6267,0.0000,-0.0039,-0.0275
3631,0.0607,-0.0747,1.4672,0.0000,-0.0098,-0.0059,0.0000,0.0000,-3.2500,-0.1401,0.0105,-1.6308,0.0000,-0.0039,-0.0275
3645,0.0607,-0.0747,1.4671,-0.0117,0.0020,-0.0039,0.0000,0.0000,-3.2597,-0.1404,0.0106,-1.6337,0.0000,-0.0118,-0.0275
3662,0.0607,-0.0747,1.4668,0.0020,-0.0020,0.0039,-0.0000,0.0000,-3.2840,-0.1410,0.0102,-1.6381,0.0000,-0.0118,-0.0275
3679,0.0607,-0.0747,1.4667,-0.0039,0.0039,0.0078,0.0000,0.0000,-3.2974,-0.1413,0.0102,-1.6409,0.0000,-0.0118,-0.0275
3692,0.0607,-0.0747,1.4665,0.0039,0.0000,0.0039,-0.0000,0.0000,-3.2954,-0.1415,0.0102,-1.6438,0.0000,-0.0118,-0.0275
3722,0.0607,-0.0747,1.4663,0.0117,0.0000,-0.0020,-0.0000,0.0000,-3.2980,-0.1422,0.0103,-1.6510,0.0000,-0.0118,-0.0275
3751,0.0607,-0.0745,1.4660,0.0059,0.0020,-0.0039,-0.0000,0.0000,-3.3083,-0.1427,0.0101,-1.6581,0.0000,-0.0118,-0.0275
3763,0.0607,-0.0745,1.4660,0.0078,0.0078,0.0078,-0.0000,0.0000,-3.3377,-0.1429,0.0101,-1.6610,0.0000,-0.0118,-0.0275
3810,0.0607,-0.0745,1.4655,-0.0098,0.0020,-0.0059,0.0000,0.0000,-3.3143,-0.1431,0.0101,-1.6630,0.0000,-0.0118,-0.0196
3822,0.0607,-0.0745,1.4655,-0.0039,0.0059,-0.0020,-0.0000,0.0000,-3.3282,-0.1434,0.0101,-1.6661,0.0000,-0.0118,-0.0196
3843,0.0607,-0.0745,1.4653,0.0000,0.0039,0.0020,0.0000,0.0000,-3.3631,-0.1446,0.0102,-1.6796,0.0000,-0.0118,-0.0275
3852,0.0607,-0.0745,1.4652,0.0117,-0.0098,-0.0020,-0.0000,0.0000,-3.3579,-0.1447,0.0102,-1.6809,0.0000,-0.0118,-0.0275
3873,0.0607,-0.0745,1.4650,0.0020,-0.0078,0.0020,0.0000,0.0000,-3.3745,-0.1451,0.0102,-1.6853,0.0000,-0.0039,-0.0275
3906,0.0607,-0.0745,1.4648,0.0059,0.0039,-0.0020,-0.0000,0.0000,-3.3839,-0.1455,0.0105,-1.6939,0.0000,-0.0039,-0.0275
3948,0.0607,-0.0745,1.4645,-0.0078,0.0020,-0.0039,-0.0000,0.0000,-3.4004,-0.1467,0.0102,-1.7041,0.0000,-0.0118,-0.0275
3971,0.0607,-0.0746,1.4641,0.0059,0.0000,0.0059,0.0000,0.0000,-3.4279,-0.1472,0.0103,-1.7081,0.0000,-0.0039,-0.0196
3986,0.0607,-0.0745,1.4638,-0.0020,-0.0020,-0.0039,0.0000,0.0000,-3.4008,-0.1465,0.0105,-1.7043,0.0000,-0.0039,-0.0196
4006,0.0606,-0.0745,1.4632,0.0059,0.0059,-0.0059,0.0000,0.0000,-3.4206,-0.1476,0.0103,-1.7162,0.0000,-0.0118,-0.0275
4018,0.0606,-0.0745,1.4632,-0.0059,-0.0059,0.0078,0.0000,0.0000,-3.4539,-0.1479,0.0103,-1.7191,0.0000,-0.0118,-0.0275
4029,0.0606,-0.0746,1.4627,-0.0020,-0.0117,-0.0059,0.0000,0.0000,-3.4314,-0.1481,0.0103,-1.7216,0.0000,-0.0118,-0.0275
4047,0.0606,-0.0746,1.4621,0.0098,0.0000,0.0059,-0.0000,0.0000,-3.4625,-0.1486,0.0104,-1.7254,0.0000,-0.0118,-0.0353
4062,0.0606,-0.0746,1.4616,0.0020,-0.0098,0.0020,-0.0000,0.0000,-3.4782,-0.1496,0.0104,-1.7371,0.0000,-0.0118,-0.0353
4074,0.0606,-0.0746,1.4609,0.0000,-0.0039,-0.0020,-0.0000,0.0000,-3.4751,-0.1498,0.0104,-1.7395,0.0000,-0.0118,-0.0353
4092,0.0606,-0.0746,1.4604,-0.0020,0.0039,-0.0039,-0.0000,0.0000,-3.4791,-0.1502,0.0104,-1.7435,0.0000,-0.0118,-0.0353
4119,0.0606,-0.0746,1.4600,0.0000,-0.0078,-0.0020,-0.0000,0.0000,-3.4941,-0.1507,0.0104,-1.7490,0.0000,-0.0118,-0.0275
4154,0.0605,-0.0747,1.4589,0.0039,0.0000,0.0059,0.0000,0.0000,-3.5097,-0.1509,0.0104,-1.7490,0.0000,-0.0118,-0.0275
4184,0.0605,-0.0747,1.4579,0.0059,-0.0020,0.0039,0.0000,0.0000,-3.5187,-0.1514,0.0104,-1.7554,0.0000,-0.0118,-0.0275
4198,0.0605,-0.0747,1.4579,0.0000,0.0117,0.0078,0.0000,0.0000,-3.5354,-0.1518,0.0104,-1.7599,0.0000,-0.0118,-0.0275
4210,0.0605,-0.0747,1.4570,-0.0020,0.0059,0.0098,0.0000,0.0000,-3.5433,-0.1520,0.0103,-1.7619,0.0000,-0.0118,-0.0275
4233,0.0605,-0.0747,1.4565,0.0059,-0.0117,-0.0078,-0.0000,0.0000,-3.5190,-0.1525,0.0103,-1.7673,0.0000,-0.0118,-0.0275
4247,0.0605,-0.0747,1.4565,-0.0020,0.0078,0.0020,0.0000,0.0000,-3.5444,-0.1527,0.0103,-1.7703,0.0000,-0.0118,-0.0275
4270,0.0605,-0.0747,1.4561,0.0059,0.0020,0.0039,-0.0000,0.0000,-3.5595,-0.1532,0.0103,-1.7758,0.0000,-0.0118,-0.0275
4287,0.0605,-0.0746,1.4558,0.0039,0.0059,-0.0020,-0.0000,0.0000,-3.5559,-0.1534,0.0102,-1.7799,0.0000,-0.0118,-0.0275
4354,0.0604,-0.0748,1.4540,0.0098,-0.0059,-0.0078,-0.0000,0.0000,-3.5741,-0.1549,0.0106,-1.7949,0.0000,-0.0118,-0.0275
4381,0.0604,-0.0748,1.4537,0.0059,-0.0059,0.0020,-0.0000,0.0000,-3.6068,-0.1555,0.0106,-1.8015,0.0000,-0.0118,-0.0275
4390,0.0604,-0.0748,1.4533,0.0059,-0.0059,0.0000,0.0000,0.0000,-3.6059,-0.1557,0.0106,-1.8029,0.0000,-0.0118,-0.0275
4415,0.0605,-0.0748,1.4530,0.0098,0.0078,0.0078,-0.0000,0.0000,-3.6319,-0.1563,0.0104,-1.8081,0.0000,-0.0118,-0.0275
4436,0.0605,-0.0748,1.4526,0.0000,-0.0059,-0.0020,0.0000,0.0000,-3.6233,-0.1568,0.0104,-1.8136,0.0000,-0.0118,-0.0275
4450,0.0605,-0.0748,1.4520,-0.0059,-0.0020,-0.0098,0.0000,0.0000,-3.6125,-0.1570,0.0103,-1.8160,0.0000,-0.0118,-0.0275
4473,0.0604,-0.0749,1.4512,0.0020,-0.0020,0.0078,-0.0000,0.0000,-3.6586,-0.1575,0.0106,-1.8215,0.0000,-0.0118,-0.0275
4479,0.0605,-0.0749,1.4512,-0.0020,0.0039,0.0039,0.0000,0.0000,-3.6529,-0.1576,0.0106,-1.8225,0.0000,-0.0118,-0.0275
4522,0.0605,-0.0749,1.4501,0.0059,0.0000,0.0000,-0.0000,0.0000,-3.6633,-0.1582,0.0107,-1.8317,0.0000,-0.0039,-0.0275
4567,0.0603,-0.0749,1.4494,0.0059,-0.0039,-0.0020,-0.0000,0.0000,-3.6819,-0.1594,0.0106,-1.8429,0.0000,-0.0118,-0.0275
4582,0.0605,-0.0749,1.4491,0.0078,-0.0039,0.0039,-0.0000,0.0000,-3.6988,-0.1597,0.0104,-1.8455,0.0000,-0.0118,-0.0275
4588,0.0605,-0.0749,1.4491,0.0020,-0.0020,0.0039,-0.0000,0.0000,-3.7017,-0.1599,0.0104,-1.8470,0.0000,-0.0118,-0.0275
4605,0.0605,-0.0749,1.4487,0.0020,0.0020,-0.0039,-0.0000,0.0000,-3.6938,-0.1599,0.0107,-1.8508,0.0000,-0.0039,-0.0275
4617,0.0605,-0.0749,1.4483,0.0117,0.0020,0.0059,-0.0000,0.0000,-3.7185,-0.1602,0.0107,-1.8534,0.0000,-0.0039,-0.0275
4643,0.0603,-0.0749,1.4480,0.0020,-0.0059,-0.0020,-0.0000,0.0000,-3.7143,-0.1608,0.0105,-1.8591,0.0000,-0.0118,-0.0275
4652,0.0603,-0.0749,1.4475,-0.0020,-0.0020,0.0039,-0.0000,0.0000,-3.7280,-0.1609,0.0105,-1.8601,0.0000,-0.0118,-0.0275
4673,0.0603,-0.0749,1.4473,-0.0078,0.0078,-0.0059,-0.0000,0.0000,-3.7198,-0.1614,0.0105,-1.8657,0.0000,-0.0118,-0.0275
4685,0.0603,-0.0749,1.4469,-0.0059,0.0117,0.0059,-0.0000,0.0000,-3.7468,-0.1616,0.0105,-1.8676,0.0000,-0.0118,-0.0275
4712,0.0603,-0.0749,1.4463,0.0000,-0.0039,-0.0059,0.0000,0.0000,-3.7224,-0.1615,0.0104,-1.8670,0.0000,-0.0118,-0.0275
4744,0.0603,-0.0749,1.4457,-0.0117,-0.0098,-0.0039,0.0000,0.0000,-3.7251,-0.1615,0.0104,-1.8664,0.0000,-0.0118,-0.0275
4765,0.0602,-0.0750,1.4454,-0.0039,-0.0020,0.0078,0.0000,0.0000,-3.7478,-0.1615,0.0107,-1.8661,0.0000,-0.0118,-0.0275
4785,0.0602,-0.0750,1.4450,0.0000,-0.0078,0.0156,-0.0000,0.0000,-3.7627,-0.1614,0.0106,-1.8657,0.0000,-0.0118,-0.0275
4805,0.0603,-0.0751,1.4449,-0.0078,-0.0078,0.0098,-0.0000,0.0000,-3.7506,-0.1617,0.0106,-1.8655,0.0000,-0.0118,-0.0275
4825,0.0602,-0.0751,1.4443,0.0000,-0.0020,0.0020,-0.0000,0.0000,-3.7343,-0.1615,0.0107,-1.8652,0.0000,-0.0118,-0.0275
4834,0.0603,-0.0751,1.4443,0.0059,-0.0039,0.0059,-0.0000,0.0000,-3.7416,-0.1617,0.0105,-1.8649,0.0000,-0.0118,-0.0275
4851,0.0602,-0.0751,1.4439,0.0039,-0.0078,-0.0078,0.0000,0.0000,-3.7136,-0.1615,0.0107,-1.8646,0.0000,-0.0118,-0.0275
4874,0.0602,-0.0752,1.4434,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7281,-0.1616,0.0108,-1.8641,0.0000,-0.0118,-0.0667
4883,0.0602,-0.0752,1.4432,0.0000,0.0000,0.0000,0.0000,0.0000,-3.8058,-0.1650,0.0109,-1.9029,0.0000,-0.0118,-0.0667
4940,0.0602,-0.0752,1.4423,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7882,-0.1642,0.0108,-1.8941,0.0000,-0.0118,-0.0588
4964,0.0602,-0.0752,1.4420,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7877,-0.1642,0.0108,-1.8938,0.0000,-0.0118,-0.0588
4976,0.0602,-0.0752,1.4417,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7872,-0.1642,0.0107,-1.8936,0.0000,-0.0118,-0.0588
5001,0.0601,-0.0752,1.4413,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7708,-0.1635,0.0107,-1.8854,0.0000,-0.0118,-0.0510
5017,0.0601,-0.0752,1.4411,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7704,-0.1635,0.0107,-1.8852,0.0000,-0.0118,-0.0510
5034,0.0601,-0.0754,1.4409,0.0000,0.0000,0.0000,-0.0000,0.0000,-3.7699,-0.1636,0.0108,-1.8849,0.0000,-0.0118,-0.0510
5045,0.0601,-0.0754,1.4409,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7699,-0.1636,0.0108,-1.8849,0.0000,-0.0118,-0.0510
5074,0.0601,-0.0753,1.4406,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7694,-0.1636,0.0108,-1.8847,0.0000,-0.0118,-0.0510
5080,0.0600,-0.0753,1.4404,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7694,-0.1636,0.0108,-1.8847,0.0000,-0.0118,-0.0510
5107,0.0600,-0.0753,1.4395,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7678,-0.1634,0.0109,-1.8839,0.0000,-0.0039,-0.0588
5122,0.0600,-0.0753,1.4392,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7819,-0.1637,0.0112,-1.8910,0.0000,-0.0039,-0.0588
5134,0.0600,-0.0753,1.4392,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7819,-0.1637,0.0112,-1.8910,0.0000,-0.0039,-0.0588
5170,0.0600,-0.0753,1.4387,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7654,-0.1630,0.0111,-1.8827,0.0000,-0.0039,-0.0510
5184,0.0600,-0.0753,1.4385,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7650,-0.1630,0.0111,-1.8825,0.0000,-0.0039,-0.0510
5199,0.0600,-0.0753,1.4382,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7801,-0.1639,0.0108,-1.8901,0.0000,-0.0118,-0.0588
5211,0.0600,-0.0753,1.4380,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7798,-0.1639,0.0107,-1.8899,0.0000,-0.0118,-0.0588
5248,0.0600,-0.0753,1.4371,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7623,-0.1631,0.0106,-1.8812,0.0000,-0.0118,-0.0510
5272,0.0600,-0.0753,1.4366,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7618,-0.1631,0.0106,-1.8809,0.0000,-0.0118,-0.0588
5293,0.0600,-0.0753,1.4364,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7765,-0.1638,0.0106,-1.8882,0.0000,-0.0118,-0.0588
5302,0.0600,-0.0753,1.4364,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7765,-0.1638,0.0106,-1.8882,0.0000,-0.0118,-0.0588
5332,0.0600,-0.0753,1.4360,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7758,-0.1637,0.0106,-1.8879,0.0000,-0.0118,-0.0588
5344,0.0600,-0.0753,1.4358,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7758,-0.1637,0.0106,-1.8879,0.0000,-0.0118,-0.0588
5393,0.0600,-0.0753,1.4353,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7740,-0.1634,0.0108,-1.8870,0.0000,-0.0039,-0.0588
5401,0.0600,-0.0753,1.4351,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7737,-0.1634,0.0108,-1.8868,0.0000,-0.0039,-0.0588
5425,0.0600,-0.0753,1.4346,0.0000,0.0000,0.0000,-0.0000,0.0000,-3.7730,-0.1636,0.0105,-1.8865,0.0000,-0.0118,-0.0588
5443,0.0600,-0.0753,1.4346,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7730,-0.1636,0.0105,-1.8865,0.0000,-0.0118,-0.0588
5470,0.0598,-0.0753,1.4340,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7724,-0.1634,0.0106,-1.8862,0.0000,-0.0118,-0.0588
5483,0.0598,-0.0753,1.4339,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7715,-0.1634,0.0106,-1.8858,0.0000,-0.0118,-0.0588
5508,0.0598,-0.0753,1.4337,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7712,-0.1634,0.0105,-1.8856,0.0000,-0.0118,-0.0588
5542,0.0598,-0.0754,1.4334,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7702,-0.1632,0.0110,-1.8851,0.0000,-0.0039,-0.0588
5555,0.0598,-0.0754,1.4332,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7699,-0.1632,0.0110,-1.8849,0.0000,-0.0039,-0.0588
5570,0.0598,-0.0754,1.4328,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7692,-0.1632,0.0110,-1.8846,0.0000,-0.0039,-0.0588
5585,0.0598,-0.0754,1.4328,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7692,-0.1632,0.0110,-1.8846,0.0000,-0.0039,-0.0510
5594,0.0598,-0.0754,1.4327,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7533,-0.1625,0.0109,-1.8766,0.0000,-0.0039,-0.0510
5605,0.0598,-0.0754,1.4324,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7528,-0.1625,0.0109,-1.8764,0.0000,-0.0039,-0.0510
5627,0.0598,-0.0754,1.4322,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7524,-0.1625,0.0109,-1.8762,0.0000,-0.0039,-0.0510
5638,0.0598,-0.0754,1.4322,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7524,-0.1625,0.0109,-1.8762,0.0000,-0.0039,-0.0510
5657,0.0598,-0.0754,1.4321,0.0000,0.0000,0.0000,-0.0000,0.0000,-3.7679,-0.1634,0.0106,-1.8839,0.0000,-0.0118,-0.0588
5667,0.0598,-0.0754,1.4319,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7679,-0.1634,0.0106,-1.8839,0.0000,-0.0118,-0.0588
5694,0.0598,-0.0754,1.4316,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7667,-0.1631,0.0109,-1.8834,0.0000,-0.0039,-0.0588
5731,0.0598,-0.0754,1.4313,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7508,-0.1627,0.0105,-1.8754,0.0000,-0.0118,-0.0510
5743,0.0598,-0.0754,1.4311,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7508,-0.1627,0.0105,-1.8754,0.0000,-0.0118,-0.0510
5772,0.0598,-0.0754,1.4308,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7497,-0.1626,0.0104,-1.8749,0.0000,-0.0118,-0.0510
5790,0.0598,-0.0754,1.4305,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7492,-0.1626,0.0104,-1.8746,0.0000,-0.0118,-0.0510
5799,0.0598,-0.0754,1.4303,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7489,-0.1626,0.0104,-1.8744,0.0000,-0.0118,-0.0510
5812,0.0598,-0.0754,1.4303,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7489,-0.1626,0.0104,-1.8744,0.0000,-0.0118,-0.0510
5835,0.0598,-0.0754,1.4301,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7596,-0.1610,0.0092,-1.8798,0.0431,-0.0039,-0.0588
